train_loss,val_loss,train_accuracy,val_accuracy
1.3813117345174153,1.3791542053222656,0.25,0.25
1.3781022628148396,1.3762226104736328,0.25,0.25
1.375296910603841,1.3730581998825073,0.25,0.25
1.3720343112945557,1.36948823928833,0.25,0.25
1.3683948119481404,1.3654576539993286,0.25,0.25
1.3641808032989502,1.3609089851379395,0.25,0.25
1.359245777130127,1.3557708263397217,0.25,0.25
1.35429851214091,1.3499003648757935,0.25,0.25
1.3479427893956502,1.3432433605194092,0.25,0.25
1.341245134671529,1.3356634378433228,0.25,0.25
1.3325763543446858,1.3271044492721558,0.25069444444444444,0.2604166666666667
1.3248172203699748,1.3176196813583374,0.2659722222222222,0.31666666666666665
1.3152393500010173,1.307382345199585,0.34097222222222223,0.43125
1.3041284084320068,1.2967300415039062,0.4388888888888889,0.48541666666666666
1.2923833926518757,1.2858620882034302,0.4895833333333333,0.49375
1.2817596594492595,1.274904727935791,0.4979166666666667,0.5
1.2708361943562825,1.263881802558899,0.4986111111111111,0.5
1.25994873046875,1.2529159784317017,0.49930555555555556,0.5
1.250165343284607,1.2421787977218628,0.49930555555555556,0.5
1.2399941682815552,1.2317397594451904,0.5,0.5
1.2288958231608074,1.2215865850448608,0.5,0.5
1.2181574900945027,1.2117425203323364,0.5,0.5
1.2089220682779949,1.2023581266403198,0.5,0.5
1.1991442441940308,1.1933529376983643,0.5,0.5
1.1906590461730957,1.1844803094863892,0.5,0.5
1.1810256640116374,1.1755234003067017,0.5,0.5
1.1724532047907512,1.1664328575134277,0.5,0.5
1.1636591752370198,1.1569745540618896,0.5041666666666667,0.51875
1.1537694533665974,1.1470062732696533,0.5298611111111111,0.5770833333333333
1.144294023513794,1.1364855766296387,0.5861111111111111,0.6541666666666667
1.1335611740748088,1.1254135370254517,0.6715277777777777,0.70625
1.1235415935516357,1.1140035390853882,0.725,0.74375
1.1114846467971802,1.102612853050232,0.7465277777777778,0.7479166666666667
1.1002945105234783,1.0911145210266113,0.7479166666666667,0.7479166666666667
1.088817834854126,1.0795387029647827,0.7479166666666667,0.7479166666666667
1.0775200128555298,1.0680327415466309,0.7479166666666667,0.7479166666666667
1.0659562746683757,1.056877851486206,0.7465277777777778,0.7479166666666667
1.0549476544062297,1.0462472438812256,0.7451388888888889,0.7479166666666667
1.0454142888387044,1.0362417697906494,0.74375,0.7479166666666667
1.0345513423283894,1.0265681743621826,0.7430555555555556,0.7479166666666667
1.0249282916386921,1.0173850059509277,0.7430555555555556,0.7479166666666667
1.0168428023656209,1.0087865591049194,0.74375,0.7479166666666667
1.0080022811889648,1.0006649494171143,0.74375,0.7479166666666667
1.0000503261884053,0.9929675459861755,0.7430555555555556,0.7479166666666667
0.9927380283673605,0.985558271408081,0.7423611111111111,0.7520833333333333
0.9853426615397135,0.9780372381210327,0.7506944444444444,0.78125
0.9788916309674581,0.9708377122879028,0.7680555555555556,0.8145833333333333
0.971875786781311,0.9638245105743408,0.7972222222222223,0.84375
0.9643733104070028,0.9570870995521545,0.8333333333333334,0.875
0.9575419425964355,0.9503630995750427,0.8652777777777778,0.9104166666666667
0.9517563382784525,0.9434788227081299,0.89375,0.9229166666666667
0.9447316726048788,0.9365532398223877,0.9104166666666667,0.9375
0.9389537374178568,0.9296541213989258,0.9305555555555556,0.9479166666666666
0.931765059630076,0.9226922392845154,0.9416666666666667,0.95625
0.9253284335136414,0.9157884120941162,0.9486111111111111,0.9604166666666667
0.9198381503423055,0.9088968634605408,0.9527777777777777,0.9645833333333333
0.9125725030899048,0.9020519256591797,0.9645833333333333,0.9708333333333333
0.905524750550588,0.8952001333236694,0.9680555555555556,0.96875
0.8990561763445536,0.888335108757019,0.9708333333333333,0.96875
0.8920304775238037,0.8815985321998596,0.9715277777777778,0.96875
0.8859496514002482,0.8750360012054443,0.9736111111111111,0.9708333333333333
0.8789695898691813,0.8686411380767822,0.9736111111111111,0.9729166666666667
0.8731017907460531,0.8624754548072815,0.9743055555555555,0.9729166666666667
0.8671390811602274,0.8564823269844055,0.975,0.9770833333333333
0.8619200785954794,0.8507680892944336,0.9756944444444444,0.9770833333333333
0.8557287057240804,0.8452427983283997,0.9763888888888889,0.9770833333333333
0.8509835600852966,0.8400368094444275,0.9777777777777777,0.9770833333333333
0.8452563285827637,0.8351181149482727,0.9770833333333333,0.9770833333333333
0.8404619296391805,0.8305007815361023,0.9784722222222222,0.98125
0.8359741767247518,0.8261722326278687,0.9784722222222222,0.9833333333333333
0.8314923246701559,0.8221096396446228,0.9784722222222222,0.9833333333333333
0.8280548453330994,0.8183024525642395,0.9791666666666666,0.98125
0.8244112133979797,0.814763605594635,0.9798611111111111,0.9833333333333333
0.8206462661425272,0.8114812970161438,0.9819444444444444,0.9833333333333333
0.8172916173934937,0.8083941340446472,0.9826388888888888,0.9833333333333333
0.8140630523363749,0.8055135607719421,0.9819444444444444,0.9833333333333333
0.8110837737719218,0.8028154373168945,0.9826388888888888,0.9854166666666667
0.8079192837079366,0.8003126382827759,0.9826388888888888,0.9854166666666667
0.8060574531555176,0.7979907989501953,0.9826388888888888,0.9854166666666667
0.8035865624745687,0.7957976460456848,0.9826388888888888,0.9875
0.8011048634847006,0.7936922311782837,0.9840277777777777,0.9875
0.7986354827880859,0.7917401790618896,0.9847222222222223,0.9875
0.7967009743054708,0.7899209856987,0.9854166666666667,0.9875
